"Plot","NORTHING","EASTING","Dist_year","Dist_hist","Yrs_P_Dist","NEAR_FID","NEAR_DIST","dem","tpi200","tpi1000","dc","dac","hli","rugg","crv","d2w","wind","windExp","northness","eastness","Part_incomplete","ST.parent","ST","VT","FG","texture","bedrock","stones","humus_thick","MR","NR","drainage","micro_relief","MottDepth","GleyDepth","CoarseFrags","CarbonTonnesPerHa","CarbonTotalKg","O_dep","AhTOT","AhTOTupl"
601,5047664,524300,NA,"no",0,599,103.947101932,85.1256332397461,0.345893859863281,6.73106384277344,7805.43896484375,74694.9453125,0.672318875789642,0.299119502305984,0.000356000004103407,75,28936.2421875,3,0.835892893501566,0.548892585660964,"no",7,"7","WD5","WD",1,0,0,16,6.5,2,6,1,34,0,2,2.91,116.25,0,0,0
602,5058368,440948,NA,"no",0,604,143.293405291,73.9406280517578,3.30793190002441,4.91096115112305,30901.443359375,111229.9453125,0.686876833438873,0.595736980438232,0.00047999998787418,311,27288.595703125,3,0.39763851706706,-0.917542156930519,"no",2,"2","SP2","SP",3,0,0.5,12,2.5,1.5,3,2,200,200,30,2.46,98.4,0,0,0
603,5058512,441127,2014,"yes",6,604,110.308657865,70.8833694458008,1.35601806640625,1.49906730651855,30638.783203125,111282.046875,0.702472627162933,0.897221446037292,0.00052000000141561,162,26980.56640625,3,-0.996417466408116,0.0845708734543409,"yes",2,"2","SP2","SP",3,0,0,NA,2.5,1.5,3,4,200,200,NA,5.02,200.89,0,NA,NA
604,5058627,441204,2016,"yes",4,602,138.397976864,73.3574676513672,4.76004028320312,4.67126083374023,30423.4921875,111357.90625,0.64765739440918,2.3113534450531,0.00139600003603846,808,28132.9765625,3,0.999512668941087,0.0312157752789391,"no",2,"2","MW9","MW",3,0,0,5,3,2,3,4,55,200,21,1.21,48.47,0,0,0
605,5058410,441085,NA,"no",0,602,110.308657865,70.4225158691406,-0.70866584777832,0.28187370300293,30768.47265625,111207.8203125,0.654944062232971,1.26953089237213,-0.000986000057309866,120,26952.974609375,3,0.967246500597207,0.253838939255697,"no",7,"7","WD5","WD",1,0,0,8,6,2,6,2,15,15,2,4.47,178.75,0,0,0
606,5059546,440402,NA,"no",0,606,253.77549133,44.2129592895508,-2.5281286239624,-11.4540662765503,28911.330078125,112527.6328125,0.697755575180054,0.742195248603821,-0.000647999986540526,37,28423.216796875,3,-0.603272430802818,-0.797535186830812,"no",7,"7","WC3","WC",1,0,0,19,6,2,6,1,15,32,19,3.69,147.6,0,0,0
607,5059335,440543,NA,"no",0,605,253.77549133,52.4254570007324,4.22387886047363,-3.22411823272705,29228.19921875,112269.25,0.685142278671265,1.51808786392212,-0.000498000008519739,419,28721.71484375,3,-0.650132870432211,-0.759820538537603,"no",2,"2","SP1","SP",3,0,0,8,2,1.5,2,2,200,200,35,2.66,106.6,0,0,0
608,5067970,630177,2021,"yes",-1,608,94.2019108086,17.8011245727539,0.351940155029297,-0.433966636657715,18085.095703125,16998.287109375,0.691847562789917,0.65047949552536,0.00109599996358156,63,37614.11328125,3,-0.984586321770424,-0.174899328136468,"no",3,"3","SP4a","SP",3,0,0,10,3.5,1.5,5,2,15,200,2,1.84,73.8,0,0,0
609,5067895,630120,2021,"yes",-1,607,94.2019108086,17.613151550293,0.269225597381592,-1.19524812698364,18074.923828125,16911.021484375,0.681745707988739,0.164001688361168,-0.000188000005437061,0,37647.1484375,3,-0.604122098670244,0.79689176799504,"no",4,"4","WC11","WC",3,0,0,22,6,1.5,6,1,0,0,5,1.33,53.3,22,0,0
610,5067696,630051,NA,"no",0,608,210.622885746,16.7260704040527,-2.59885025024414,-3.40451717376709,18159.64453125,16712.0390625,0.6515212059021,2.47039079666138,0.00483699981123209,166,37259.27734375,3,0.0762908785447005,0.997085604073631,"no",8,"8","FP1","FP",2,0,0,4,2.5,3.5,2.5,1,200,200,40,26.61,1064.24,0,12,12
611,5062261,632490,NA,"no",0,611,545.976189957,26.1039695739746,-2.15987157821655,-7.15030574798584,11205.0390625,11512.82421875,0.650718927383423,2.77511286735535,-0.000446999998530373,376,36455.7734375,3,-0.0986061605778793,0.995126537228351,"no",12,"12","OF2","OF",1,0,0,3,4.5,4,4,1,12,200,7,1.64,65.6,0,0,0
612,5062174,631951,NA,"no",0,612,154.983870128,62.1724243164062,1.71332263946533,24.7369651794434,13183.49609375,11747.1494140625,0.721531927585602,2.7561616897583,-0.00159899995196611,743,39125.69921875,1.64570665359497,-0.822370509065607,0.568952322975462,"no",2,"2L","TH8","TH",2,0,0,8,3,3,3,8,200,200,22,11.07,442.79,0,0,0
613,5062128,631803,NA,"no",0,611,154.983870128,65.9452362060547,3.604736328125,28.9107666015625,13308.7119140625,11803.4951171875,0.698585987091064,0.737067401409149,-0.00088900001719594,568,39117.58984375,2,-0.821988338883785,-0.569504320211072,"yes",6,"6","TH8","TH",1,0,0,13,4.5,3,5,NA,0,20,19,5.73,229.32,0,0,0
614,5090066,652513,NA,"no",0,614,188.215302247,12.8916893005371,1.90130305290222,-0.619853258132935,1608.99743652344,33539.95703125,0.699817299842834,1.24227237701416,0.000234000006457791,965,38003.3828125,2,0.595030852610482,-0.803702858301277,"no",6,"6","SP4a","SP",1,0,0,16,5.5,2,6,1,0,9,2,6.05,241.89,0,0,0
615,5090243,652449,NA,"no",0,613,188.215302247,5.00552368164062,-0.830477952957153,-4.72403907775879,963.676635742188,33720.12890625,0.705089926719666,1.05629479885101,0.000613000011071563,55,39423.03515625,2,0.28160599812602,-0.959530125540334,"no",7,"7","WM3","WM",1,0,0,9,6,3,6,1,4,8,3,10.76,430.49,0,0,0
616,5084529,646978,NA,"no",0,624,1826.02738205,16.5384826660156,7.129319190979,4.75455665588379,1459.89025878906,30393.990234375,0.653654336929321,2.02068495750427,0.00146000005770475,1111,33000.96875,3,0.0231308198895551,0.999732446793259,"no",6,"6","IH4","IH",1,0,0,6,4,3,4,6,29,200,6,37.08,1483.34,0,0,0
618,5079502,641611,NA,"no",0,619,93.914855055,51.0213470458984,-0.148585319519043,12.1895761489868,9876.3427734375,26972.283203125,0.718759298324585,2.41750168800354,4.50000006821938e-05,328,34152.3125,3,-0.833505508950798,0.552511146085463,"no",6,"6","SH2","SH",1,0,0,9,4,3,4,2,6,200,14,13.22,528.88,0,0,0
619,5079530,641394,NA,"no",0,619,150.296373875,57.0290031433105,3.98034000396729,19.0251617431641,10390.58984375,26980.58984375,0.708615183830261,1.10055685043335,0.000514000013936311,902,33538.3515625,3,-0.550122866103122,-0.835083727652794,"no",6,"6","MW4","MW",1,0,0.5,6,4.5,2.5,5,2,8,200,40,12.48,499.37,0,0,0
620,5079460,641527,NA,"no",0,617,93.914855055,52.6467132568359,0.67684268951416,14.6508255004883,10095.30078125,26923.443359375,0.673667430877686,1.36821532249451,-0.00028000000747852,404,34104.40234375,3,-0.27072153226015,0.96265770238996,"no",12,"12","MW3","MW",1,0,0,7,4,3.5,5,2,12,200,23,11.63,465.11,0,12,12
621,5078230,641657,NA,"no",0,619,1236.85083983,33.7564163208008,6.52027750015259,14.894211769104,8560.9189453125,25713.552734375,0.684161424636841,0.860647857189178,0.000331999995978549,529,33403.7578125,2,-0.53061312027117,0.847614131899706,"no",6,"6","SP4a","SP",1,0,0,9,5,2,5,1,4,200,6,2.15,86.1,0,0,0
622,5081701,641305,NA,"no",0,1793,433.349743279,28.8627433776855,-8.83611583709717,-12.7784595489502,9311.3291015625,29134.041015625,0.690513908863068,0.976308465003967,-0.00370900006964803,16,32664.99609375,4,-0.783323336239702,-0.62161447127806,"no",8,"8","FP1","FP",2,0,0,7,3.5,4,4,1,39,200,65,5.32,212.83,0,0,0
623,5084073,642936,NA,"no",0,623,856.18047163,49.0633888244629,1.69273853302002,8.10978507995605,5928.33447265625,31083.115234375,0.731412410736084,2.4970588684082,0.00096899998607114,363,33806.0390625,3,-0.90493136850651,0.425557538169559,"no",2,"2","IH6","IH",3,0,0,6,3.5,3,3,6,200,200,17,5.43,217.29,0,0,0
624,5083787,643743,NA,"no",0,622,856.18047163,35.3046684265137,0.681059837341309,1.69636821746826,4386.33447265625,30563.19921875,0.743480384349823,2.72923517227173,-0.00150000001303852,511,32327.90234375,3,-0.995027126781843,0.0996043019566458,"no",6,"6","IH4","IH",1,0,0,8,4,3,5,4,11,200,17,8.92,356.69,0,0,0
626,5095029,643206,NA,"no",0,626,74.3303437366,13.1883993148804,-6.61481094360352,-46.4325256347656,3805.02954101562,41527.875,0.65150249004364,2.0155143737793,0.00484099984169006,106,30376.810546875,5,0.404677972090472,0.914459260385471,"no",8,"8","FP4","FP",2,0,0,1,4,4,4,1,200,200,80,24.19,967.66,0,9,9
627,5095103,643199,NA,"no",0,625,74.3303437366,13.7082176208496,-6.87117290496826,-46.5635375976562,3899.25146484375,41594.9453125,0.693428874015808,1.60866045951843,0.00357199995778501,36,30354.470703125,5,-0.99816049490645,0.0606269445717943,"yes",9,"9","FP4","FP",2,0,0,NA,5,4,5,1,44,200,70,29.06,1162.55,0,10,10
628,5086417,642951,NA,"no",0,622,2344.04799439,38.3570899963379,2.18097305297852,2.21944046020508,4562.44091796875,33308.9609375,0.697330176830292,0.98514199256897,0.00117699999827892,201,32154.767578125,3,0.496091642266118,-0.868270166753244,"no",6,"6","IH4","IH",1,0,0.5,9,4.5,3,5,4,15,200,40,22.75,909.81,0,0,0
629,5006947,487867,NA,"no",0,148,1847.39086281,22.2448635101318,1.00762128829956,-1.54756450653076,39797.9375,49491.8671875,0.684524595737457,0.859437584877014,0.000125000005937181,52,29378.130859375,3,-0.532278795188726,0.846569125466101,"yes",8,"8","FP5","FP",2,0,0,NA,3,4,3,1,200,200,NA,0.4,16.04,0,NA,NA
630,5008292,492266,NA,"no",0,631,322.601921879,61.7040939331055,1.62783050537109,18.1889762878418,46283.15234375,50557.91015625,0.687910914421082,0.621382057666779,-0.000216000000364147,192,28034.984375,2,-0.760395933917639,0.649459793737473,"no",6,"6","SP2","SP",1,0,0,9,5,2,5,2,10,200,27,4.61,184.49,0,0,0
631,5007782,492030,2007,"yes",13,629,561.957293751,39.3309707641602,4.53858947753906,0.438152313232422,45147.83203125,50168.73046875,0.729837715625763,2.02434825897217,0.000957000011112541,314,26919.169921875,3,-0.602728980695999,-0.797945973001407,"no",2,"2","SP6","SP",3,0,0,12,4,2,4,4,36,200,17,5.94,237.79,0,0,0
632,5008366,491952,2004,"yes",16,629,322.601921879,52.5231475830078,3.60121250152588,12.2646055221558,45639.6015625,50746.2578125,0.687773644924164,2.11737203598022,0.00022000000171829,749,27050.361328125,2.78644275665283,0.859802123261319,-0.51062736788712,"yes",2,"2","OW2","OW",3,0,0,NA,3,1.5,3,4,200,200,NA,NA,NA,0,NA,NA
633,5059098,443397,2008,"yes",12,633,97.1287804927,94.3329544067383,-0.0311927795410156,2.19883346557617,29395.720703125,110897.203125,0.684522807598114,1.49573850631714,-0.00028300000121817,107,26730.12109375,3,0.877196957203858,-0.480130709570105,"no",2,"2L","TH3","TH",2,0,9,10,3,3.5,3,4,200,200,41,6.12,244.9,0,0,0
634,5059195,443392,2008,"yes",12,632,97.1287804927,91.3736038208008,-0.030303955078125,0.80964469909668,29250.880859375,110979.796875,0.708905458450317,2.04839754104614,-0.00260500004515052,80,26310.376953125,3,0.627708842106192,-0.778448206075204,"no",2,"2L","IH1","IH",2,0,2,4,3,3,3,6,200,200,60,8.02,320.7,0,0,0
635,5059190,442332,2009,"yes",11,635,814.658824294,73.2404479980469,0.960681915283203,-1.87135696411133,28892.419921875,111404.984375,0.674082398414612,0.731201469898224,4.99999987368938e-06,113,26374.423828125,3,0.989252731878642,-0.146215705280396,"no",2,"2","SP7","SP",3,0,0.5,7,4,2,4,4,34,200,12,2.46,98.4,0,0,0
636,5058845,443070,2008,"yes",12,632,413.446489887,98.6845855712891,0.570980072021484,6.7777156829834,29806.037109375,110786.5,0.605162024497986,3.02503180503845,-0.00133600004483014,305,27259.771484375,3,0.918109268150256,0.396327354262359,"yes",2,"2","IH8","IH",3,0,2,NA,2.5,2,3,4,200,200,NA,1.8,72.16,0,NA,NA
637,5068372,424024,NA,"no",0,2373,3286.96335911,110.728706359863,0.741329193115234,1.57732772827148,29687.150390625,127510.9609375,0.68740326166153,0.436319231987,-0.000132999994093552,120,24478.83203125,3,0.64237092628908,-0.766393888975185,"no",3,"3","WC2","WC",3,0,0,14,5.5,1,5.5,1,37,15,36,NA,NA,0,0,0
638,5067524,420204,NA,"no",0,638,1387.43252088,122.022430419922,2.18036842346191,-0.396629333496094,31761.19140625,127976.4921875,0.705777525901794,0.906214118003845,2.49999993684469e-05,250,25264.634765625,3,-0.986329872473939,-0.164782834863173,"no",2,"2","SH5","SH",3,0,0,8,2.5,2,3,6,200,200,55,NA,NA,0,0,0
639,5066399,421016,NA,"no",0,637,1387.43252088,125.399635314941,0.781892776489258,0.375326156616211,33672.94140625,126645.9296875,0.68617856502533,0.641935646533966,-8.60000000102445e-05,104,24940.681640625,3,0.787292070379978,-0.616580242885554,"no",7,"7","WC1","WC",1,0,0,23,6,1.5,6,1,0,0,9,11.27,450.99,23,0,0
640,5063893,424363,NA,"no",0,640,374.012031892,68.2820053100586,1.24614524841309,14.328556060791,32843.1015625,123159.578125,0.680456280708313,0.434475719928741,0.000190999999176711,16,26678.5546875,3,0.925744872998552,-0.378148687842355,"no",4,"4","WC3","WC",3,0,0,13,6,1.5,6,1,0,0,84,6.35,254.19,0,0,0
641,5063896,424737,NA,"no",0,642,164.158460032,74.0096435546875,4.46064758300781,23.7407131195068,32382.1328125,123048.9765625,0.700420618057251,1.14488077163696,0.00296499999240041,413,26936.251953125,1,-0.696991875490903,-0.717079023190383,"no",2,"2C","SP1","SP",4,0,0,4,2,2,3,2,200,200,10,2.46,98.4,0,0,0
642,5064242,426249,2011,"yes",9,643,113.595774569,33.8503646850586,2.78414011001587,-0.533056259155273,31028.01171875,122889.359375,0.659332811832428,1.14657402038574,0.00156999996397644,177,26314.5546875,3,0.841230321606419,0.540676933121769,"no",1,"1","SP1","SP",4,0,2,8,1,1.5,2,1,200,200,49,1.23,49.2,0,0,0
643,5063834,424889,2011,"yes",9,640,164.158460032,61.7737007141113,-0.569599151611328,14.8115539550781,32580.619140625,122931.1015625,0.695856511592865,1.24690222740173,-0.000875000027008355,99,27074.4453125,3,-0.738102261758285,0.674688855093445,"no",4,"4","WC3","WC",3,0,0,12,6,1.5,6,1,0,0,2,8.2,327.99,12,0,0
644,5064344,426199,NA,"no",0,641,113.595774569,36.3192291259766,0.0413093566894531,-0.326129913330078,30868.076171875,122999.953125,0.681054949760437,1.66565179824829,-0.000273000012384728,146,26927.158203125,3,-0.435393823748313,0.90024008922166,"no",3,"3C","SP1","SP",4,0,0.5,6,4,1.5,4,1,22,200,60,4,159.9,0,0,0
645,5064070,425533,2011,"yes",9,645,195.143536916,45.9581298828125,-0.611138343811035,4.42809677124023,31562.6484375,122954.046875,0.693986654281616,3.04981589317322,-0.00421199994161725,389,26952.34375,3,-0.567229435783169,0.823559813966847,"no",2,"2C","SP1","SP",4,0,0.5,13,1.5,1.5,2,2,200,200,7,1.74,69.7,0,0,0
646,5064110,425342,NA,"no",0,644,195.143536916,56.1623916625977,-0.642341613769531,11.2286262512207,31878.75390625,123052.3046875,0.696537971496582,1.6075826883316,-0.000218000001041219,352,27154.908203125,3,-0.6888894938435,0.724866377529022,"no",4,"4","WD5","WD",3,0,0,6,5.5,2.5,6,1,10,21,7,5.41,216.47,0,0,0
647,5049028,544773,2013,"yes",7,497,240.441261018,57.8189659118652,2.08365249633789,10.058479309082,7790.83154296875,65207.1171875,0.732448995113373,2.25967359542847,-9.00000013643876e-05,163,31588.701171875,3,0.163247034605221,-0.986585224748781,"no",8,"8","IH9","OF",2,0,0,1,3.5,3.5,4,8,37,200,7,3.81,152.33,0,0,0
648,5048124,523208,NA,"no",0,595,51,87.1868743896484,2.09694290161133,11.5249309539795,8655.0146484375,75332.2421875,0.715354561805725,1.47276604175568,-0.000798000022768974,392,29421.76953125,3,0.244464803921993,-0.969658166388229,"yes",2,"2","IH6a","IH",3,0,0.5,NA,2.5,2.5,3,6,200,200,NA,0.9,36.08,0,NA,NA
649,4936739,332591,NA,"no",0,649,1737.23515967,167.728897094727,6.02493286132812,8.64284896850586,57832.5234375,60888.4140625,0.580350816249847,3.40068817138672,0.00422800006344914,1679,27482.84375,3,0.793532775945272,0.608527512525598,"no",2,"2B","IH2a","IH",3,0,9,3,3,3,2.5,6,200,200,25,2.42,96.94,0,0,0
650,4937724,331160,NA,"no",0,648,1737.23515967,181.433547973633,12.1162757873535,17.0204010009766,55621.953125,62549.15234375,0.776448607444763,4.14951753616333,0.00820100028067827,1860,25785.798828125,3,-0.898975274870007,-0.437999378050239,"no",2,"2","SH1","SH",3,0,2,4,2.5,2,3,6,200,200,17,32.05,1281.99,0,0,0
651,4943316,324286,NA,"no",0,847,4296.99476379,193.668716430664,1.75825119018555,2.83111572265625,43563.125,71258.0390625,0.690477430820465,0.502856731414795,-0.00166599999647588,234,26983.83984375,3,-0.900314227718259,0.43524049830878,"no",2,"2","SP2","SP",3,0,2,14,2.5,1.5,3,4,200,200,55,5.43,217.29,0,0,0
652,4883959,341523,2020,"yes",0,652,202.82997806,92.1461486816406,0.832029342651367,-1.1082592010498,25142.083984375,19124.517578125,0.6364466547966,1.74900352954865,0.00343700009398162,267,30894.65625,3,0.432679697753573,0.901547713186538,"no",2,"2","MW12","MW",3,0,9,13,3,2,3.5,4,200,200,90,12.5,500.19,0,0,0
653,4884091,341677,NA,"no",0,651,202.82997806,84.9990081787109,-1.08211708068848,-5.86629295349121,24796.0078125,19140.513671875,0.687737822532654,1.33243048191071,-0.0021339999511838,90,30915.89453125,3,-0.586839114423686,0.809703559200788,"no",4,"4","WM3a","WM",3,0,0,21,6.5,1,6,1,0,0,0,4.61,184.49,0,0,0
654,4882805,341444,2010,"yes",10,651,1156.70091208,98.5959167480469,2.87546348571777,5.03304862976074,24409.91015625,18256.4453125,0.705088138580322,3.51255869865417,0.0135319996625185,458,30789.794921875,3,-0.708723673426306,0.705486183227654,"no",2,"2","SP4b","SP",3,0,9,6,2.5,2,3,2,200,200,45,0.41,16.4,0,0,0
655,4883657,336917,NA,"no",0,655,240.308135526,94.5025482177734,2.46372222900391,2.93829536437988,28469.23046875,21976.7890625,0.716931402683258,1.59424340724945,0.00162899994757026,366,31596.955078125,3,-0.676126061323092,-0.736785958877965,"no",2,"2","SP4","SP",3,0,9,6,2.5,2.5,3,4,200,200,29,8.2,327.99,0,0,0
656,4883879,336825,NA,"no",0,654,240.308135526,95.5382385253906,3.69894599914551,4.42020034790039,28997.671875,22193.287109375,0.682682156562805,0.218885734677315,0.000475999986520037,531,32510.724609375,2.35429334640503,0.0380037421492434,-0.999277596858177,"yes",2,"2","SH1","SH",3,0,28,NA,3,3,4,2,200,200,NA,7.66,306.22,0,NA,NA
657,4923282,323624,NA,"no",0,790,3414.43787467,141.238296508789,8.91949081420898,25.1976680755615,56841.54296875,58028.71484375,0.741406977176666,2.22570657730103,0.000197999994270504,2888,25899.71875,3,-0.995419880876418,-0.0955994809398951,"no",8,"8","TH5","TH",2,0,9,2,2.5,4,3,4,200,200,37,0.4,16.04,0,15,15
658,4915080,325012,NA,"no",0,665,702.801536709,90.111328125,-1.96426010131836,-4.60575866699219,58957.39453125,51413.0234375,0.666811347007751,1.72055292129517,-0.00362899992614985,91,31161.2578125,3,-0.156752074504994,0.987637983847513,"no",14,"14","WD4","WD",0,0,0,41,7,3,7,1,0,0,0,1.84,73.8,30,NA,NA
659,4912598,319797,NA,"no",0,754,255.415348012,122.172714233398,0.654514312744141,3.37097549438477,58537.01953125,53563.19921875,0.662640511989594,0.814038991928101,0.000985000049695373,33,28130.412109375,3,0.285055852634462,0.958510908064608,"no",2,"2L","TH9","TH",2,0,0.5,8,4,4,4,7,200,200,11,0.9,36.08,0,0,0
660,4912700,319147,NA,"no",0,756,374.065502285,148.955795288086,0.556930541992188,10.5989303588867,59331.78515625,54127.390625,0.655633091926575,1.12521636486053,-0.000165000004926696,169,28191.375,3,0.294945577445143,0.95551405345267,"yes",3,"3CB","SH3","SH",4,0,2,0,3.5,2,3,NA,35,200,0,19.68,787.18,0,0,0
661,4884854,303938,NA,"no",0,661,2340.71890666,101.205192565918,2.34256553649902,6.75338172912598,46608.42578125,35637.4921875,0.700726091861725,0.94878226518631,-0.000742000003810972,269,27974.376953125,2.76288342475891,-0.856525262349466,-0.516105100688976,"no",2,"2","IH2","IH",3,0,2,4,2.5,2,3,2,200,200,40,NA,NA,0,0,0
662,4883068,302425,NA,"no",0,662,1077.37180212,83.9425582885742,-0.888471603393555,-0.758255004882812,44003.12890625,34792.16015625,0.685389518737793,0.42860996723175,0.000394000002415851,17,28134.458984375,3,-0.827206175024979,0.561898517528337,"no",4,"4","WD4","WD",3,0,0.5,27,6.5,1.5,6,1,0,0,45,NA,NA,0,0,0
663,4882141,302974,NA,"no",0,663,785.397351663,68.8066177368164,-2.04733276367188,-3.78315925598145,42564.0546875,33711.71875,0.743327081203461,2.20847654342651,0.000569999974686652,72,31193.875,3,-0.347413725646429,-0.93771195109824,"no",1,"1","OW3","OW",4,0,9,10,2,1,3,1,200,200,40,NA,NA,0,0,0
664,4881461,302581,NA,"no",0,664,66.7308024828,68.9354705810547,-1.37425422668457,-1.92964172363281,41858.76171875,33327.453125,0.679998636245728,0.268138647079468,0.00109799997881055,8,30278.826171875,3,0.97041865764713,-0.241428310043257,"no",14,"14","WC2a","WC",0,0,0,63,7,1,7,1,0,0,NA,5.84,233.69,63,NA,NA
665,4881439,302518,NA,"no",0,663,66.7308024828,72.9474639892578,1.71315765380859,1.64772605895996,41954.453125,33346.921875,0.688713729381561,1.04185020923615,-0.000469999999040738,236,30229.490234375,3,0.781975114687829,-0.623309650181158,"no",15,"15C","OW3","OW",4,0,0,6,1.5,1,2.5,1,200,200,30,NA,NA,0,0,0
666,4915779,324939,NA,"no",0,791,128.316016148,113.080543518066,9.82647514343262,19.7452144622803,59247.7109375,51964.7890625,0.61494380235672,2.23648190498352,9.20000020414591e-05,1923,31835.52734375,2,0.552897546801436,0.833249244068637,"no",2,"2L","IH2","IH",2,0,2,4,3,3.5,3,6,200,200,30,5.91,236.52,0,0,0
667,5011487,581829,2018,"yes",2,667,123.044707322,140.014114379883,0.964191436767578,12.3245544433594,21801.619140625,15123.048828125,0.490039229393005,6.73963356018066,-0.000174000000697561,1465,29623.1875,3,0.826846451873729,0.562427724266705,"no",2,"2","TH8","TH",3,0,0,7,3,3,4,6,200,200,60,9.82,392.86,0,0,0
668,5011401,581741,2018,"yes",2,666,123.044707322,160.342636108398,13.1958885192871,33.0879058837891,22478.3671875,15078.3466796875,0.712093532085419,1.27410280704498,0.00248200003989041,2116,29748.00390625,1,-0.603844683853999,-0.797101999609375,"no",2,"2L","TH2","TH",2,0,0,7,3,3,4,8,29,200,17,NA,NA,0,0,0
669,5011399,581562,2018,"yes",2,669,108.521887193,139.799591064453,3.02851867675781,16.1845474243164,22352.34765625,15154.177734375,0.858985066413879,8.10236930847168,0.00410099979490042,1519,29458.115234375,3,0.117899184783832,-0.993025569775173,"no",2,"2L","TH8","TH",2,0,0,4,3,2.5,3,6,200,200,35,15.23,609.33,0,0,0
670,5011368,581458,2011,"yes",9,668,108.521887193,124.84407043457,-3.7749137878418,3.04664421081543,22510.2421875,15174.2822265625,0.69977468252182,1.59089767932892,-0.0042110001668334,285,29735.720703125,3,-0.891046177623547,0.453912667087476,"no",4,"4","WC5","WC",3,0,9,21,6,2,6,2,33,0,45,5.12,204.81,0,0,0
671,5008075,566458,NA,"no",0,671,2200.28020943,146.601715087891,2.69078826904297,-2.61288070678711,22596.1171875,19879.67578125,0.712161540985107,2.56574320793152,-0.00691200001165271,238,28783.130859375,3,-0.852900685816728,0.522073194229846,"no",3,"3LS","TH8","TH",3,0,9,19,5,2.5,5,4,14,200,100,9.92,396.87,0,0,0
672,5006127,567481,NA,"no",0,673,1434.01708497,131.784866333008,-1.06565093994141,0.921657562255859,20667.734375,17860.5234375,0.759842157363892,3.51461815834045,-0.00166800001170486,377,30237.384765625,3,-0.96906549388979,0.246803704494356,"no",9,"9S","TH8","TH",2,0,9,16,5,3.5,5,2,15,200,80,7.82,312.68,0,15,15
673,5003463,566758,NA,"no",0,673,1402.6289602,102.325286865234,0.144582748413086,3.16406059265137,18468.544921875,17008.216796875,0.691162288188934,0.772173643112183,-0.00107500003650784,88,29968.1328125,3,0.521053184587374,-0.853524211039942,"no",3,"3","OW2","OW",3,0,2,19,4,2,4.5,1,34,200,32,NA,NA,0,0,0
674,5004865,566800,NA,"no",0,672,1402.6289602,120.840682983398,-3.13152694702148,5.57650184631348,19595.75,17683.982421875,0.792913734912872,5.3829870223999,-0.00494100013747811,614,30082.875,3,-0.968147040253271,0.250382324553535,"no",2,"2L","TH8","TH",2,0,2,8,3.5,3,4,2,52,200,100,10.02,400.88,0,0,0
675,4990704,579970,NA,"no",0,675,429.194594561,9.1970796585083,-0.280344486236572,-6.8823938369751,474.892578125,187.544494628906,0.642500221729279,2.51621317863464,0.00103799998760223,37,37724.46484375,3,0.999900758479138,0.0140880514211095,"no",2,"2LB","CB1","CB",3,0,9,21,3.5,2,4,2,200,200,93,0.92,36.9,0,0,0
677,4991666,578641,NA,"no",0,674,1640.63554759,46.4875679016113,7.28631782531738,14.9582538604736,3460.20776367188,1678.05334472656,0.68032318353653,1.4794362783432,-0.00133700005244464,1065,33841.14453125,3,0.91511637692717,-0.403189802301211,"no",2,"2L","IH7","IH",2,0,2,14,3,2.5,3,2,200,200,54,2.41,96.21,0,0,0
678,5012263,579420,NA,"no",0,678,1898.60080059,92.3432693481445,5.41829681396484,1.95669937133789,23986.091796875,16916.501953125,0.527678608894348,5.15806818008423,0.00281299999915063,1284,28989.673828125,3,0.65552478057768,0.755173663503028,"no",2,"2","TH8","TH",3,0,0,10,3,3,3,4,200,200,60,10.56,422.29,0,0,0
679,5013530,580834,NA,"no",0,677,1898.60080059,81.3152236938477,4.08865165710449,21.6698265075684,20835.30078125,17393.876953125,0.625799894332886,2.7759153842926,-0.000234999999520369,1979,32113.58203125,2.64570665359497,0.194956455753084,0.980811898561695,"no",11,"11","TH8","TH",1,0,0,10,4,4,4,6,36,200,10,9.92,396.87,0,6,6
680,4992122,590202,NA,"no",0,680,1999.7969897,23.2246971130371,-0.417147159576416,7.04813575744629,1274.98742675781,207.870590209961,0.764828026294708,3.21111154556274,-0.000883999979123473,577,39618.3046875,2,-0.868020751976495,-0.496527918790233,"no",8,"8","OF1","OF",2,0,0,6,3.5,3.5,4,1,54,200,20,4.1,164,0,0,0
681,4993590,588844,NA,"no",0,682,1982.11301393,25.8180866241455,-1.12695837020874,-1.72402477264404,2201.81689453125,1226.66870117188,0.689606249332428,0.879874646663666,-0.00168700003996491,82,35342.87109375,3,-0.663925097407707,0.747799080657476,"no",3,"3B","CB1","CB",3,0,28,15,5,2,5,1,23,200,55,4.2,168.1,0,0,0
682,4990975,586820,2004,"yes",16,682,1947.58337434,43.6736373901367,1.53209495544434,16.5696449279785,3549.1767578125,820.2666015625,0.518664419651031,6.3469066619873,0.00440100021660328,1545,37691.40625,3,0.444471137999852,0.895793172269758,"no",2,"2","IH6b","IH",3,0,2,7,3.5,3,4,2,42,200,25,8.1,323.89,0,0,0
683,4992916,586980,2007,"yes",13,681,1947.58337434,41.8576393127441,2.03436088562012,4.69375038146973,4166.99560546875,2021.19348144531,0.656699657440186,1.03899705410004,0.000903000007383525,346,35092.1640625,3,0.33950673643263,0.940603623168051,"no",2,"2","CB3","CB",3,0,2,13,4,2,4,4,33,200,40,7.69,307.49,0,0,0
